,Total_outstanding_balance__mortg,Public_info_CCJ_ban,Public_info_CCJ_value,Time_since_most_recent_Public_In,CAIS_8_9_total,Status_3s_L6m,Years_on_ER_for_SP,Total___outstanding_CCJ_s,Total_outstanding_balance___excl,Total___of_accounts,Time_since_most_recent_outstandi
14213,0,0,0,99,0,0,1,0,140,6,99
14214,0,0,0,99,999,0,1,0,90,9,99
14215,168,0,0,99,0,0,0,0,494,9,99
14216,0,1,8,53,0,0,13,1,18,3,53
14217,0,0,0,99,0,0,9,0,2,4,99
14218,158,0,0,99,72,0,0,0,150,5,99
14219,0,0,0,99,0,0,18,0,128,6,99
14220,108,0,0,99,8,0,1,0,82,6,99
14221,130,0,0,99,0,0,5,0,217,9,99
14222,0,0,0,99,0,0,0,0,103,3,99
14223,0,0,0,99,0,0,3,0,147,8,99
14224,48,2,13,24,17,3,21,2,63,3,24
14225,0,0,0,99,0,0,26,0,283,7,99
14226,55,0,0,99,28,5,26,0,284,8,99
14227,89,0,0,99,148,0,6,0,197,8,99
14228,53,0,0,99,15,0,26,0,154,7,99
14229,97,0,0,99,0,0,4,0,155,9,99
14230,0,2,54,19,53,2,6,2,24,1,19
14231,0,0,0,99,29,0,3,0,158,6,99
14232,0,0,0,99,0,0,10,0,388,2,99
14233,0,0,0,99,1,0,6,0,53,6,99
14234,37,0,0,99,1,0,16,0,360,9,99
14235,156,0,0,99,38,0,0,0,129,5,99
14236,93,0,0,99,0,0,0,0,25,5,99
14237,114,0,0,99,0,0,0,0,206,6,99
14238,73,1,8,55,13,0,16,1,190,4,55
14239,0,0,0,99,0,0,0,0,0,0,99
14240,0,0,0,99,18,0,0,0,21,4,99
14241,71,0,0,99,0,0,13,0,569,9,99
14242,51,0,0,99,0,0,12,0,69,9,99
14243,78,0,0,99,0,0,16,0,433,9,99
14244,71,0,0,99,5,0,3,0,160,6,99
14245,44,0,0,99,0,0,21,0,194,9,99
14246,0,0,0,99,0,0,2,0,42,6,99
14247,237,0,0,99,66,0,5,0,15,5,99
14248,75,1,8,27,14,9,9,1,241,9,27
14249,90,0,0,99,0,0,1,0,482,9,99
14250,97,0,0,99,49,0,5,0,155,8,99
14251,0,0,0,99,0,0,5,0,84,4,99
14252,0,0,0,99,0,0,11,0,298,6,99
14253,64,0,0,99,0,0,2,0,106,8,99
14254,25,0,0,99,7,0,3,0,1,3,99
14255,161,0,0,99,0,0,2,0,258,9,99
14256,0,0,0,99,0,0,0,0,2,2,99
14257,0,0,0,99,0,2,0,0,80,3,99
14258,123,0,0,99,0,0,0,0,14,5,99
14259,116,0,0,99,43,0,1,0,98,8,99
14260,240,0,0,99,8,0,3,0,577,9,99
14261,207,0,0,99,0,0,6,0,574,9,99
14262,36,0,0,99,0,0,0,0,61,7,99
14263,236,1,4,37,25,0,0,1,29,8,37
14264,0,0,0,99,171,0,3,0,5,4,99
14265,0,3,71,50,17,0,0,3,17,6,50
14266,0,1,3,21,12,0,12,1,75,2,21
14267,47,0,0,99,0,0,4,0,220,9,99
14268,124,0,0,99,0,0,23,0,202,9,99
14269,143,3,12,18,110,0,2,3,84,5,18
14270,100,0,0,99,79,0,18,0,97,6,99
14271,98,0,0,99,131,6,2,0,54,9,99
14272,172,0,0,99,226,6,5,0,229,9,99
14273,104,1,22,12,53,0,10,1,40,6,12
14274,144,0,0,99,0,0,2,0,190,9,99
14275,211,0,0,99,0,0,3,0,999,9,99
14276,0,0,0,99,0,0,0,0,0,0,99
14277,357,0,0,99,0,0,0,0,140,7,99
14278,173,0,0,99,1,0,0,0,97,8,99
14279,0,0,0,99,0,0,3,0,67,4,99
14280,118,0,0,99,0,0,5,0,89,8,99
14281,0,0,0,99,0,0,1,0,7,1,99
14282,57,0,0,99,32,0,8,0,34,5,99
14283,96,0,0,99,0,0,2,0,120,9,99
14284,56,0,0,99,35,6,0,0,30,3,99
14285,26,0,0,99,0,0,3,0,222,6,99
14286,121,0,0,99,0,0,11,0,85,7,99
14287,0,0,0,99,0,0,0,0,21,5,99
14288,0,1,19,63,11,0,10,1,126,6,63
14289,0,2,4,17,9,0,1,1,142,4,17
14290,241,0,0,99,0,0,2,0,252,9,99
14291,0,0,0,99,0,0,12,0,344,8,99
14292,269,0,0,99,1,1,7,0,91,6,99
14293,0,0,0,99,0,0,23,0,301,9,99
14294,0,0,0,99,0,0,17,0,315,5,99
14295,73,0,0,99,0,0,5,0,4,5,99
14296,87,0,0,99,0,0,0,0,394,9,99
14297,280,4,134,51,13,0,10,3,463,9,51
14298,117,0,0,99,0,0,4,0,29,9,99
14299,0,0,0,99,0,0,9,0,72,9,99
14300,74,2,9,29,6,3,11,2,207,7,29
14301,95,0,0,99,0,0,13,0,44,6,99
14302,103,0,0,99,0,0,12,0,70,7,99
14303,38,0,0,99,0,0,3,0,150,7,99
14304,30,0,0,99,0,0,1,0,441,7,99
14305,0,1,7,59,47,0,6,0,1,5,99
14306,65,0,0,99,22,0,0,0,0,1,99
14307,29,0,0,99,0,0,21,0,20,9,99
14308,0,1,2,26,77,6,7,1,168,7,26
14309,154,0,0,99,0,0,7,0,235,8,99
14310,60,0,0,99,0,0,13,0,29,8,99
14311,176,0,0,99,2,0,0,0,41,6,99
14312,0,0,0,99,59,0,8,0,126,7,99
14313,55,0,0,99,67,2,14,0,85,4,99
14314,0,0,0,99,0,0,7,0,257,4,99
14315,0,0,0,99,0,0,2,0,261,8,99
14316,33,2,20,41,56,0,0,2,1,5,41
14317,62,0,0,99,1,0,8,0,27,6,99
14318,46,0,0,99,0,0,10,0,122,9,99
14319,0,0,0,99,14,0,15,0,17,6,99
14320,0,0,0,99,6,0,8,0,8,2,99
14321,0,0,0,99,4,0,6,0,42,3,99
14322,0,0,0,99,0,0,1,0,14,9,99
14323,39,0,0,99,0,0,9,0,28,8,99
14324,0,0,0,99,36,0,0,0,8,4,99
14325,126,0,0,99,0,0,0,0,17,8,99
14326,0,0,0,99,8,0,0,0,71,2,99
14327,91,0,0,99,0,0,5,0,167,9,99
14328,0,0,0,99,6,0,0,0,204,3,99
14329,47,0,0,99,6,0,25,0,376,6,99
14330,0,0,0,99,0,0,6,0,284,8,99
14331,92,0,0,99,99,0,18,0,126,9,99
14332,70,0,0,99,131,0,1,0,250,9,99
14333,87,0,0,99,3,0,17,0,14,8,99
14334,38,0,0,99,0,0,12,0,291,9,99
14335,57,0,0,99,1,0,10,0,12,4,99
14336,69,0,0,99,26,0,17,0,7,2,99
14337,92,0,0,99,1,0,10,0,3,6,99
14338,61,0,0,99,0,0,2,0,166,9,99
14339,0,0,0,99,0,0,0,0,9,3,99
14340,0,0,0,99,90,0,1,0,46,4,99
14341,66,0,0,99,10,0,18,0,271,4,99
14342,122,0,0,99,0,0,14,0,94,9,99
14343,138,0,0,99,31,0,6,0,61,9,99
14344,67,0,0,99,0,0,11,0,594,9,99
14345,0,0,0,99,8,0,18,0,21,2,99
14346,0,0,0,99,0,0,17,0,36,3,99
14347,117,0,0,99,7,9,18,0,256,5,99
14348,130,0,0,99,99,0,1,0,41,9,99
14349,265,0,0,99,0,0,1,0,195,9,99
14350,109,0,0,99,0,0,0,0,292,6,99
14351,56,0,0,99,0,0,6,0,189,6,99
14352,0,0,0,99,0,6,9,0,166,7,99
14353,726,0,0,99,0,0,1,0,737,9,99
14354,95,0,0,99,1,0,0,0,53,8,99
14355,80,0,0,99,0,0,0,0,717,9,99
14356,0,0,0,99,0,0,10,0,14,5,99
14357,146,0,0,99,0,0,0,0,126,5,99
14358,131,0,0,99,0,0,11,0,54,4,99
14359,117,0,0,99,0,0,14,0,138,9,99
14360,0,2,10,50,5,0,1,1,149,7,50
14361,117,0,0,99,0,0,7,0,216,9,99
14362,0,0,0,99,0,0,0,0,59,8,99
14363,91,0,0,99,1,0,1,0,118,9,99
14364,21,0,0,99,0,0,9,0,337,8,99
14365,0,0,0,99,0,0,17,0,81,6,99
14366,198,0,0,99,0,0,7,0,567,9,99
14367,110,0,0,99,0,0,7,0,51,4,99
14368,39,0,0,99,0,0,7,0,95,6,99
14369,352,0,0,99,0,0,1,0,285,9,99
14370,26,1,8,52,12,0,32,0,49,8,99
14371,129,0,0,99,0,0,6,0,96,9,99
14372,74,0,0,99,0,0,1,0,207,8,99
14373,0,0,0,99,0,0,3,0,166,2,99
14374,0,5,124,38,91,0,1,3,1,2,38
14375,0,0,0,99,111,0,25,0,9,1,99
14376,91,0,0,99,0,0,14,0,367,9,99
14377,0,0,0,99,0,0,1,0,216,9,99
14378,0,2,12,37,43,0,0,2,45,5,37
14379,100,0,0,99,0,0,1,0,429,9,99
14380,0,0,0,99,0,0,0,0,137,5,99
14381,0,0,0,99,24,0,4,0,6,4,99
14382,0,0,0,99,0,0,12,0,148,9,99
14383,162,0,0,99,0,0,1,0,767,9,99
14384,183,0,0,99,0,0,1,0,849,9,99
14385,58,0,0,99,0,0,5,0,490,9,99
14386,88,0,0,99,182,0,8,0,99,9,99
14387,65,0,0,99,0,0,0,0,86,8,99
14388,106,0,0,99,0,0,12,0,243,8,99
14389,0,0,0,99,0,0,2,0,216,9,99
14390,0,0,0,99,0,0,13,0,27,4,99
14391,0,1,15,14,55,0,2,1,41,4,14
14392,15,1,6,14,71,0,25,0,75,7,99
14393,0,0,0,99,0,0,22,0,611,7,99
14394,0,0,0,99,0,1,1,0,32,9,99
14395,0,0,0,99,0,0,25,0,12,6,99
14396,0,0,0,99,0,0,10,0,91,8,99
14397,0,0,0,99,0,0,5,0,153,9,99
14398,184,0,0,99,0,0,4,0,169,9,99
14399,176,0,0,99,0,0,0,0,274,9,99
14400,73,0,0,99,0,0,5,0,98,5,99
14401,0,0,0,99,6,0,2,0,129,4,99
14402,67,0,0,99,0,0,5,0,283,9,99
14403,45,4,468,16,65,0,13,3,112,3,16
14404,0,0,0,99,0,0,0,0,0,0,99
14405,0,0,0,99,0,0,0,0,283,6,99
14406,0,0,0,99,0,0,0,0,0,0,99
14407,0,0,0,99,0,0,0,0,0,0,99
14408,0,0,0,99,0,0,1,0,3,2,99
14409,0,0,0,99,0,0,0,0,10,1,99
14410,72,0,0,99,0,0,3,0,25,5,99
14411,114,0,0,99,0,4,0,0,90,4,99
14412,60,2,11,61,37,0,2,1,28,6,68
14413,92,0,0,99,0,0,0,0,16,6,99
14414,171,0,0,99,0,0,2,0,311,8,99
14415,261,0,0,99,135,0,6,0,534,9,99
14416,41,0,0,99,0,0,4,0,72,9,99
14417,0,0,0,99,0,0,9,0,85,9,99
14418,0,0,0,99,0,0,0,0,44,1,99
14419,149,0,0,99,0,0,0,0,41,9,99
14420,194,0,0,99,0,5,0,0,17,9,99
14421,27,0,0,99,0,0,4,0,80,9,99
14422,175,0,0,99,0,0,1,0,1,7,99
14423,0,0,0,99,0,0,7,0,156,6,99
14424,52,0,0,99,0,1,15,0,26,9,99
14425,471,0,0,99,0,0,0,0,100,6,99
14426,0,2,241,4,12,0,10,2,66,3,4
14427,0,0,0,99,0,0,0,0,61,3,99
14428,0,0,0,99,0,0,0,0,29,3,99
14429,0,0,0,99,26,0,1,0,91,9,99
14430,0,0,0,99,0,0,0,0,16,3,99
14431,0,0,0,99,6,0,3,0,7,4,99
14432,0,0,0,99,10,6,1,0,1,2,99
14433,0,0,0,99,163,0,0,0,107,9,99
14434,0,1,21,47,22,0,11,0,0,0,99
14435,0,0,0,99,39,0,4,0,19,2,99
14436,0,0,0,99,0,0,0,0,5,3,99
14437,0,0,0,99,0,0,0,0,4,2,99
14438,0,0,0,99,2,0,2,0,20,2,99
14439,0,0,0,99,0,0,0,0,102,1,99
14440,210,0,0,99,72,0,1,0,53,8,99
14441,0,0,0,99,0,0,1,0,143,4,99
14442,149,0,0,99,0,0,5,0,233,9,99
14443,119,0,0,99,0,0,3,0,87,8,99
14444,0,0,0,99,0,0,1,0,21,1,99
14445,185,0,0,99,0,0,0,0,46,5,99
14446,141,0,0,99,0,0,4,0,31,5,99
14447,0,1,17,25,21,0,0,1,10,4,25
14448,121,0,0,99,9,0,6,0,337,7,99
14449,70,0,0,99,0,0,23,0,330,9,99
14450,0,1,14,9,0,0,0,1,7,4,9
14451,102,0,0,99,0,0,1,0,156,7,99
14452,0,0,0,99,23,0,12,0,17,4,99
14453,192,0,0,99,0,0,20,0,33,4,99
14454,0,1,2,68,0,0,8,1,18,7,68
14455,303,0,0,99,3,0,0,0,128,7,99
14456,92,1,2,41,0,0,0,1,68,3,41
14457,95,0,0,99,5,0,3,0,5,3,99
14458,0,1,4,54,4,0,2,1,4,1,54
14459,0,0,0,99,0,0,0,0,11,4,99
14460,0,1,8,69,0,0,7,1,112,6,69
14461,178,0,0,99,0,0,1,0,585,9,99
14462,0,0,0,99,0,0,4,0,3,2,99
14463,113,0,0,99,0,0,5,0,128,9,99
14464,385,0,0,99,0,0,1,0,291,9,99
14465,0,0,0,99,0,0,8,0,60,4,99
14466,90,0,0,99,0,0,1,0,175,6,99
14467,89,0,0,99,2,0,1,0,11,7,99
14468,10,0,0,99,0,0,11,0,273,6,99
14469,145,0,0,99,0,0,0,0,174,9,99
14470,173,0,0,99,0,0,1,0,709,9,99
14471,149,0,0,99,4,0,15,0,60,9,99
14472,0,0,0,99,0,0,0,0,364,7,99
14473,0,0,0,99,17,0,6,0,14,6,99
14474,0,0,0,99,0,0,3,0,218,9,99
14475,0,1,5,42,7,0,8,1,92,3,42
14476,105,1,5,2,0,0,0,1,244,5,2
14477,142,0,0,99,0,0,1,0,274,9,99
14478,86,0,0,99,0,0,4,0,114,9,99
14479,14,0,0,99,0,0,10,0,105,9,99
14480,0,0,0,99,0,0,26,0,328,9,99
14481,166,1,23,51,0,0,0,1,124,6,51
14482,67,1,6,54,29,0,4,1,1,5,54
14483,60,0,0,99,32,0,9,0,58,6,99
14484,207,0,0,99,0,0,2,0,276,7,99
14485,26,0,0,99,0,0,8,0,95,9,99
14486,0,0,0,99,0,0,0,0,204,2,99
14487,201,0,0,99,0,0,0,0,78,8,99
14488,0,0,0,99,0,0,2,0,50,6,99
14489,0,0,0,99,0,0,23,0,72,2,99
14490,0,0,0,99,11,0,21,0,0,0,99
14491,95,0,0,99,284,0,18,0,261,5,99
14492,83,0,0,99,0,1,0,0,19,3,99
14493,60,0,0,99,4,0,6,0,215,6,99
14494,137,0,0,99,0,0,3,0,130,5,99
14495,32,0,0,99,0,0,1,0,24,2,99
14496,105,0,0,99,14,0,12,0,29,7,99
14497,69,1,3,55,9,0,1,0,19,5,99
14498,0,0,0,99,0,2,34,0,38,4,99
14499,81,0,0,99,0,0,3,0,17,2,99
14500,27,0,0,99,0,0,8,0,23,6,99
14501,0,1,43,51,9,0,17,1,67,3,51
14502,157,0,0,99,5,2,11,0,54,9,99
14503,0,1,22,39,22,0,23,1,63,3,39
14504,128,0,0,99,0,0,2,0,42,9,99
14505,113,0,0,99,0,0,9,0,229,9,99
14506,92,0,0,99,0,0,3,0,235,5,99
14507,76,0,0,99,6,0,18,0,201,8,99
14508,133,0,0,99,0,0,18,0,286,9,99
14509,0,0,0,99,0,0,0,0,61,7,99
14510,91,1,61,32,99,0,2,1,280,3,32
14511,87,1,6,47,18,0,7,0,61,9,99
14512,34,0,0,99,182,0,10,0,27,9,99
14513,55,0,0,99,0,0,8,0,250,9,99
14514,60,0,0,99,1,0,22,0,76,7,99
14515,67,0,0,99,0,0,22,0,152,9,99
14516,320,0,0,99,35,0,0,0,40,5,99
14517,38,1,10,14,32,0,17,1,57,2,14
14518,154,0,0,99,0,0,2,0,183,5,99
14519,32,0,0,99,0,0,27,0,76,6,99
14520,0,0,0,99,0,0,2,0,80,4,99
14521,119,0,0,99,0,0,21,0,299,9,99
14522,170,1,5,70,0,0,1,0,439,9,99
14523,52,4,28,15,6,0,18,3,54,5,18
14524,0,0,0,99,22,0,5,0,1,3,99
14525,108,0,0,99,0,0,17,0,136,9,99
14526,77,0,0,99,0,0,6,0,66,9,99
14527,0,0,0,99,0,0,1,0,107,8,99
14528,0,0,0,99,19,0,0,0,14,4,99
14529,92,0,0,99,0,0,1,0,303,9,99
14530,0,0,0,99,40,0,11,0,221,9,99
14531,203,0,0,99,0,0,0,0,91,9,99
14532,537,0,0,99,0,0,1,0,999,9,99
14533,101,2,7,16,9,0,18,1,1,3,16
14534,86,0,0,99,38,0,5,0,8,4,99
14535,52,0,0,99,0,0,0,0,334,8,99
14536,72,0,0,99,0,0,16,0,23,3,99
14537,53,0,0,99,0,0,1,0,23,9,99
14538,103,0,0,99,0,3,0,0,37,8,99
14539,0,0,0,99,0,3,12,0,138,8,99
14540,125,0,0,99,0,0,18,0,28,4,99
14541,0,0,0,99,0,0,1,0,48,4,99
14542,114,0,0,99,0,0,0,0,105,9,99
14543,68,0,0,99,0,0,13,0,40,9,99
14544,312,0,0,99,0,0,9,0,698,9,99
14545,0,0,0,99,1,0,7,0,38,9,99
14546,0,1,2,63,2,0,2,1,21,5,63
14547,0,0,0,99,9,0,1,0,21,5,99
14548,0,0,0,99,0,0,0,0,138,3,99
14549,148,0,0,99,0,0,14,0,206,6,99
14550,0,0,0,99,0,0,10,0,21,6,99
14551,82,0,0,99,0,0,15,0,388,7,99
14552,0,0,0,99,3,0,1,0,312,7,99
14553,0,0,0,99,4,0,13,0,209,5,99
14554,0,0,0,99,0,0,1,0,49,5,99
14555,0,0,0,99,0,0,17,0,467,9,99
14556,0,0,0,99,0,0,5,0,28,7,99
14557,46,0,0,99,0,0,6,0,15,4,99
14558,198,0,0,99,0,0,8,0,251,8,99
14559,0,0,0,99,4,4,2,0,72,4,99
14560,0,0,0,99,0,0,25,0,398,9,99
14561,0,0,0,99,23,0,4,0,237,8,99
14562,86,0,0,99,0,0,13,0,117,8,99
14563,0,0,0,99,0,0,23,0,376,6,99
14564,9,0,0,99,0,2,18,0,44,3,99
14565,107,0,0,99,17,0,2,0,105,9,99
14566,144,0,0,99,0,0,0,0,325,9,99
14567,0,0,0,99,0,0,2,0,111,4,99
14568,43,0,0,99,16,0,0,0,190,2,99
14569,213,0,0,99,0,0,7,0,997,9,99
14570,52,0,0,99,0,0,0,0,285,7,99
14571,79,0,0,99,0,0,8,0,160,9,99
14572,92,0,0,99,1,0,2,0,122,7,99
14573,199,1,38,18,70,0,2,1,32,7,18
14574,31,2,143,40,45,4,6,1,24,5,62
14575,9,0,0,99,19,0,0,0,49,2,99
14576,206,0,0,99,123,3,1,0,80,7,99
14577,0,0,0,99,149,0,11,0,8,2,99
14578,71,0,0,99,0,0,12,0,203,9,99
14579,89,0,0,99,0,0,15,0,104,9,99
14580,86,0,0,99,0,0,16,0,2,4,99
14581,132,0,0,99,70,0,17,0,325,9,99
14582,60,1,40,2,44,0,1,1,53,4,2
14583,82,0,0,99,0,0,2,0,60,9,99
14584,0,0,0,99,0,0,7,0,168,6,99
14585,179,0,0,99,0,0,1,0,522,9,99
14586,0,1,47,39,45,0,5,0,54,5,99
14587,0,0,0,99,0,0,34,0,48,1,99
14588,175,1,4,67,38,0,14,1,3,3,67
14589,0,0,0,99,18,9,24,0,293,9,99
14590,80,0,0,99,0,0,0,0,294,8,99
14591,0,0,0,99,0,0,4,0,16,3,99
14592,0,1,10,30,0,0,4,1,140,9,30
14593,82,0,0,99,0,0,6,0,371,9,99
14594,0,0,0,99,87,0,0,0,32,1,99
14595,86,0,0,99,22,0,13,0,54,9,99
14596,63,0,0,99,6,6,0,0,56,5,99
14597,0,0,0,99,0,0,8,0,8,6,99
14598,160,0,0,99,0,0,2,0,172,7,99
14599,0,0,0,99,0,0,4,0,38,6,99
14600,56,0,0,99,0,0,12,0,88,9,99
14601,77,1,91,18,0,0,7,1,106,6,18
14602,87,0,0,99,0,0,0,0,40,6,99
14603,167,0,0,99,5,2,6,0,54,9,99
14604,0,0,0,99,0,0,4,0,0,0,99
14605,145,0,0,99,0,4,8,0,220,7,99
14606,0,0,0,99,0,0,2,0,451,5,99
14607,158,0,0,99,0,0,16,0,518,9,99
14608,167,0,0,99,0,0,1,0,279,6,99
14609,0,0,0,99,3,0,16,0,194,9,99
14610,63,0,0,99,0,0,5,0,52,8,99
14611,0,0,0,99,0,0,1,0,17,5,99
14612,0,0,0,99,0,0,0,0,51,8,99
14613,105,1,24,52,0,0,23,0,289,9,99
14614,99,1,66,54,111,0,1,0,33,7,99
14615,0,0,0,99,0,0,4,0,173,7,99
14616,101,0,0,99,0,0,2,0,50,6,99
14617,53,0,0,99,0,0,20,0,375,9,99
14618,46,0,0,99,0,0,0,0,87,4,99
14619,0,0,0,99,28,0,13,0,304,9,99
14620,0,0,0,99,0,0,0,0,42,1,99
14621,46,0,0,99,0,0,17,0,157,3,99
14622,89,0,0,99,0,0,3,0,24,6,99
14623,94,0,0,99,0,0,6,0,246,2,99
14624,117,0,0,99,0,0,3,0,41,9,99
14625,117,0,0,99,0,0,1,0,341,6,99
14626,0,0,0,99,0,7,17,0,530,8,99
14627,292,0,0,99,0,0,0,0,634,9,99
14628,2,0,0,99,0,0,0,0,234,4,99
14629,109,0,0,99,2,1,0,0,75,9,99
14630,121,0,0,99,0,0,0,0,11,3,99
14631,34,0,0,99,0,0,13,0,131,6,99
14632,194,0,0,99,0,0,4,0,150,8,99
14633,0,0,0,99,0,0,4,0,471,9,99
14634,130,0,0,99,0,0,7,0,2,8,99
14635,31,0,0,99,36,0,9,0,75,3,99
14636,75,0,0,99,0,0,8,0,295,9,99
14637,47,0,0,99,0,0,23,0,167,6,99
14638,127,0,0,99,0,0,14,0,742,9,99
14639,0,1,3,16,19,0,0,1,86,5,16
14640,0,0,0,99,0,0,16,0,17,3,99
14641,143,0,0,99,0,0,3,0,192,7,99
14642,186,0,0,99,0,0,1,0,103,5,99
14643,0,0,0,99,1,0,3,0,346,9,99
14644,199,0,0,99,0,0,1,0,18,9,99
14645,71,0,0,99,0,0,12,0,200,9,99
14646,189,0,0,99,0,0,11,0,772,9,99
14647,52,0,0,99,0,0,8,0,22,9,99
14648,1,0,0,99,0,0,10,0,0,1,99
14649,0,0,0,99,0,0,21,0,127,7,99
14650,150,1,61,63,490,0,18,0,31,4,99
14651,0,0,0,99,0,0,4,0,31,3,99
14652,80,0,0,99,150,0,14,0,347,9,99
14653,97,0,0,99,0,0,0,0,244,9,99
14654,101,0,0,99,5,0,0,0,53,6,99
14655,56,1,76,38,60,0,3,0,242,9,99
14656,84,0,0,99,0,0,1,0,127,9,99
14657,35,1,64,59,61,0,5,1,225,4,59
14658,108,0,0,99,22,3,6,0,225,8,99
14659,138,0,0,99,16,0,2,0,64,6,99
14660,77,0,0,99,122,0,9,0,156,9,99
14661,0,0,0,99,0,0,0,0,94,4,99
14662,89,0,0,99,22,0,8,0,262,7,99
14663,0,0,0,99,0,0,0,0,21,1,99
14664,0,0,0,99,21,6,25,0,216,8,99
14665,33,0,0,99,0,0,4,0,60,9,99
14666,35,0,0,99,3,0,10,0,46,5,99
14667,0,0,0,99,0,0,17,0,0,0,99
14668,12,0,0,99,0,0,8,0,447,9,99
14669,0,1,5,22,9,0,18,1,73,4,22
14670,44,0,0,99,6,0,14,0,43,9,99
14671,55,0,0,99,0,0,3,0,202,4,99
14672,0,0,0,99,10,0,3,0,8,1,99
14673,26,0,0,99,0,0,10,0,118,6,99
14674,53,0,0,99,0,0,26,0,187,9,99
14675,159,0,0,99,0,0,14,0,155,9,99
14676,79,0,0,99,0,0,1,0,41,6,99
14677,0,0,0,99,0,0,0,0,0,0,99
14678,0,0,0,99,0,0,0,0,0,0,99
14679,0,0,0,99,0,0,0,0,1,1,99
14680,0,0,0,99,0,0,0,0,18,2,99
14681,0,0,0,99,0,0,0,0,11,1,99
14682,0,0,0,99,0,0,0,0,0,0,99
14683,0,0,0,99,0,0,0,0,3,1,99
14684,0,0,0,99,0,0,0,0,60,2,99
14685,0,0,0,99,0,0,0,0,135,3,99
14686,98,0,0,99,3,0,8,0,331,8,99
14687,67,0,0,99,0,0,4,0,179,5,99
14688,443,1,4,49,0,0,1,0,36,9,99
14689,0,0,0,99,0,0,34,0,53,9,99
14690,0,3,40,2,119,0,27,3,5,4,2
14691,188,1,10,16,149,0,5,1,45,8,16
14692,0,1,27,3,0,0,9,1,68,5,3
14693,46,0,0,99,0,0,10,0,1,3,99
14694,0,0,0,99,8,0,34,0,321,5,99
14695,16,0,0,99,6,5,0,0,3,4,99
14696,0,0,0,99,0,0,10,0,25,7,99
14697,7,0,0,99,0,0,22,0,200,9,99
14698,0,0,0,99,0,0,16,0,207,8,99
14699,131,0,0,99,0,0,7,0,126,9,99
14700,0,0,0,99,0,0,0,0,74,5,99
14701,69,2,11,2,80,0,0,2,99,5,2
14702,0,1,23,18,31,0,2,1,194,5,18
14703,94,0,0,99,0,0,6,0,104,6,99
14704,0,0,0,99,14,0,0,0,48,2,99
14705,0,1,8,42,35,0,2,1,35,3,42
14706,0,0,0,99,0,0,1,0,1,1,99
14707,0,0,0,99,398,0,21,0,141,3,99
14708,0,0,0,99,0,0,1,0,169,8,99
14709,67,0,0,99,201,1,4,0,93,9,99
14710,82,0,0,99,24,0,9,0,142,9,99
14711,116,0,0,99,20,0,21,0,97,8,99
14712,87,0,0,99,0,1,10,0,81,6,99
14713,86,0,0,99,0,0,7,0,172,8,99
14714,0,0,0,99,8,0,1,0,136,4,99
14715,0,0,0,99,5,4,14,0,178,6,99
14716,0,0,0,99,5,0,8,0,3,1,99
14717,0,0,0,99,0,0,26,0,222,6,99
14718,122,1,6,19,10,0,0,0,57,7,99
14719,175,0,0,99,1,0,14,0,128,9,99
14720,0,0,0,99,0,0,9,0,185,8,99
14721,0,0,0,99,0,0,15,0,52,9,99
14722,31,0,0,99,72,0,11,0,1,4,99
14723,127,0,0,99,12,0,5,0,46,7,99
14724,125,0,0,99,0,0,4,0,143,9,99
14725,262,0,0,99,0,0,0,0,168,8,99
14726,0,0,0,99,0,0,1,0,5,3,99
14727,51,0,0,99,0,0,3,0,28,9,99
14728,113,0,0,99,561,0,12,0,180,5,99
14729,40,0,0,99,0,0,1,0,243,9,99
14730,106,2,13,22,11,0,2,2,1,3,22
14731,22,0,0,99,0,0,27,0,205,9,99
14732,0,0,0,99,0,0,0,0,25,2,99
14733,198,0,0,99,15,4,3,0,103,7,99
14734,132,0,0,99,0,0,14,0,395,9,99
14735,0,1,7,27,0,0,0,1,72,3,27
14736,0,0,0,99,0,0,0,0,89,5,99
14737,226,1,1,27,2,0,1,1,315,9,27
14738,0,0,0,99,0,0,1,0,47,4,99
14739,0,0,0,99,0,0,7,0,23,3,99
14740,0,0,0,99,0,0,0,0,61,6,99
14741,88,0,0,99,0,0,4,0,82,6,99
14742,67,0,0,99,0,0,10,0,172,4,99
14743,0,0,0,99,0,0,0,0,9,2,99
14744,0,0,0,99,0,0,18,0,119,6,99
14745,0,0,0,99,28,0,8,0,10,2,99
14746,0,0,0,99,0,0,34,0,129,6,99
14747,0,0,0,99,2,0,7,0,78,8,99
14748,71,0,0,99,0,0,8,0,580,9,99
14749,105,0,0,99,0,0,0,0,8,7,99
14750,120,3,26,18,4,0,21,2,138,5,18
14751,0,0,0,99,0,0,0,0,39,4,99
14752,0,0,0,99,0,0,3,0,147,9,99
14753,177,0,0,99,19,0,2,0,886,9,99
14754,87,1,3,47,9,0,10,1,19,7,47
14755,0,0,0,99,0,0,7,0,53,3,99
14756,149,0,0,99,183,0,0,0,190,6,99
14757,162,0,0,99,0,0,2,0,272,5,99
14758,0,0,0,99,0,0,0,0,85,4,99
14759,175,0,0,99,17,0,1,0,155,4,99
14760,45,0,0,99,20,0,5,0,23,2,99
14761,167,0,0,99,0,0,0,0,156,8,99
14762,125,0,0,99,62,0,10,0,206,9,99
14763,0,0,0,99,0,0,6,0,17,7,99
14764,48,0,0,99,28,0,0,0,93,5,99
14765,35,0,0,99,131,0,5,0,37,3,99
14766,0,1,24,69,25,0,0,1,10,2,69
